date,headline,description,content,url,source,published_at,sentiment,sentiment_score,positive_confidence,negative_confidence,neutral_confidence,stock_movement,volume,price_change,market_cap,company,query
2025-06-19,Google parent Alphabet holds annual meeting,Google parent Alphabet holds annual meeting according to Financial Times analysis.,Google parent Alphabet holds annual meeting. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/23718,Financial Times,2025-06-19T13:23:50Z,neutral,0.5621715902940196,0.20439075857051084,0.2795382730338696,0.5160709683956196,down,10688053,-0.1268036803533638,209389685137.5672,Meta Platforms,AAPL
2025-05-17,Adobe reports strong subscription growth,Adobe reports strong subscription growth according to MarketWatch analysis.,Adobe reports strong subscription growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://marketwatch.com/article/50738,MarketWatch,2025-05-17T13:23:50Z,positive,0.9012472367007476,0.7710323428580564,0.12374628623724064,0.10522137090470296,up,36981972,-0.036208290484335354,1488755054034.7344,JPMorgan Chase,META
2025-07-06,Meta Platforms stock drops on privacy concerns,Meta Platforms stock drops on privacy concerns according to Investor's Business Daily analysis.,Meta Platforms stock drops on privacy concerns. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/80835,Investor's Business Daily,2025-07-06T13:23:50Z,negative,0.18971003669564396,0.12292090629351264,0.7362909455624186,0.14078814814406876,flat,7857658,-0.01426814516019198,282573183739.2199,Bank of America,NFLX
2025-07-10,Apple stock surges to new record high after strong earnings,Apple stock surges to new record high after strong earnings according to Financial Times analysis.,Apple stock surges to new record high after strong earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/30806,Financial Times,2025-07-10T13:23:50Z,positive,0.824176505083413,0.7704145677249696,0.05133522064978232,0.17825021162524807,up,27461126,0.14266239470482686,918518987046.009,Goldman Sachs Group,AAPL
2025-07-29,IBM posts positive earnings surprise,IBM posts positive earnings surprise according to Zacks analysis.,IBM posts positive earnings surprise. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/58302,Zacks,2025-07-29T13:23:50Z,positive,0.9194162868322141,0.819765311493587,0.1092177263121181,0.07101696219429483,up,15246173,0.10096944398769989,1175319754863.9146,IBM Corporation,MSFT
2025-05-08,AMD stock falls on supply chain issues,AMD stock falls on supply chain issues according to Zacks analysis.,AMD stock falls on supply chain issues. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/62603,Zacks,2025-05-08T13:23:50Z,negative,0.21789209939246534,0.08460275115924913,0.6832877207729978,0.23210952806775306,down,38003110,0.07597386622423524,545331407585.8786,Microsoft Corporation,AAPL
2025-05-24,Cisco reports strong quarterly results,Cisco reports strong quarterly results according to CNBC analysis.,Cisco reports strong quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/95595,CNBC,2025-05-24T13:23:50Z,positive,0.7723953486094535,0.8011544424527881,0.10546929156391338,0.09337626598329851,flat,24656190,-0.14408683867369074,209113055387.16312,Apple Inc.,META
2025-06-12,"Tesla faces regulatory scrutiny, stock drops 10%","Tesla faces regulatory scrutiny, stock drops 10% according to Bloomberg analysis.","Tesla faces regulatory scrutiny, stock drops 10%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://bloomberg.com/article/14425,Bloomberg,2025-06-12T13:23:50Z,negative,0.26668007955669776,0.18433774508958925,0.7077661406058118,0.10789611430459914,down,2962165,-0.0885047113752537,587002312791.7655,Bank of America,META
2025-05-04,IBM stock declines on cloud competition,IBM stock declines on cloud competition according to Wall Street Journal analysis.,IBM stock declines on cloud competition. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/24596,Wall Street Journal,2025-05-04T13:23:50Z,negative,0.3129332227625881,0.14615437073989263,0.6638742835899897,0.18997134567011775,down,34246730,-0.07217296997061225,760005123926.3666,NVIDIA Corporation,GOOGL
2025-05-04,JPMorgan Chase faces regulatory fines,JPMorgan Chase faces regulatory fines according to Reuters analysis.,JPMorgan Chase faces regulatory fines. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://reuters.com/article/45954,Reuters,2025-05-04T13:23:50Z,negative,0.1383397278625753,0.20900915518487606,0.7229554655310398,0.0680353792840842,down,40054025,0.019732985989968144,1970749257171.2275,Cisco Systems,AAPL
2025-05-04,Goldman Sachs beats earnings estimates,Goldman Sachs beats earnings estimates according to Yahoo Finance analysis.,Goldman Sachs beats earnings estimates. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/66133,Yahoo Finance,2025-05-04T13:23:50Z,positive,0.7707650130790942,0.6798478852664632,0.18289580515819315,0.13725630957534377,up,32251097,0.007707054690805737,344186892410.75867,Meta Platforms,MSFT
2025-07-03,Walmart stock falls on poor quarterly results,Walmart stock falls on poor quarterly results according to Investor's Business Daily analysis.,Walmart stock falls on poor quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/39402,Investor's Business Daily,2025-07-03T13:23:50Z,negative,0.1322165662061618,0.13720714704300535,0.6785695939692256,0.1842232589877691,down,15157398,-0.1180263809613977,280897058782.23755,Netflix Inc.,NVDA
2025-06-06,Salesforce beats revenue expectations,Salesforce beats revenue expectations according to Motley Fool analysis.,Salesforce beats revenue expectations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/29250,Motley Fool,2025-06-06T13:23:50Z,positive,0.7026113835870349,0.7705291506394352,0.11787562272800868,0.11159522663255615,up,15142073,-0.023389182134793796,708388881745.9376,Apple Inc.,GOOGL
2025-07-08,Meta Platforms stock drops on privacy concerns,Meta Platforms stock drops on privacy concerns according to Yahoo Finance analysis.,Meta Platforms stock drops on privacy concerns. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/69129,Yahoo Finance,2025-07-08T13:23:50Z,negative,0.15670181493948473,0.18524588901784053,0.6586876103334266,0.1560665006487329,down,32354977,-0.03100518808438371,1908219786142.7266,Apple Inc.,AMZN
2025-06-20,IBM stock declines on cloud competition,IBM stock declines on cloud competition according to Reuters analysis.,IBM stock declines on cloud competition. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://reuters.com/article/44008,Reuters,2025-06-20T13:23:50Z,negative,0.0654277440452751,0.14282131341962548,0.7453803835933789,0.1117983029869955,down,23708377,-0.007728807389889125,689423080356.4222,Apple Inc.,GOOGL
2025-06-16,Walmart stock falls on poor quarterly results,Walmart stock falls on poor quarterly results according to Motley Fool analysis.,Walmart stock falls on poor quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/45772,Motley Fool,2025-06-16T13:23:50Z,negative,0.07278002311088663,0.07205258969964161,0.660260798579584,0.26768661172077435,down,23564965,0.027069200060726134,722586819983.1135,Advanced Micro Devices,AAPL
2025-05-19,AMD announces new graphics cards,AMD announces new graphics cards according to Investor's Business Daily analysis.,AMD announces new graphics cards. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/72552,Investor's Business Daily,2025-05-19T13:23:50Z,neutral,0.5125702842135075,0.27482647335499605,0.2541778024066215,0.4709957242383825,flat,11880726,0.06723099878194158,1274825927999.1843,Cisco Systems,AMZN
2025-05-12,JPMorgan Chase posts record profits,JPMorgan Chase posts record profits according to Yahoo Finance analysis.,JPMorgan Chase posts record profits. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/79768,Yahoo Finance,2025-05-12T13:23:50Z,positive,0.6618280434105518,0.7164952663811238,0.20748757720839667,0.0760171564104796,flat,24387092,-0.008036964575599992,626396858154.6694,Bank of America,TSLA
2025-06-29,Cisco expands network solutions,Cisco expands network solutions according to Barron's analysis.,Cisco expands network solutions. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/45435,Barron's,2025-06-29T13:23:50Z,neutral,0.5886025513877292,0.31828778217579395,0.19240334017060004,0.48930887765360603,flat,30246906,0.0986746422452032,74978261796.26974,Tesla Inc.,AMZN
2025-07-17,"Tesla faces regulatory scrutiny, stock drops 10%","Tesla faces regulatory scrutiny, stock drops 10% according to Bloomberg analysis.","Tesla faces regulatory scrutiny, stock drops 10%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://bloomberg.com/article/89273,Bloomberg,2025-07-17T13:23:50Z,negative,0.15196248913041985,0.2101654842712085,0.6679545737015514,0.12187994202723997,down,36396080,0.011520447114236276,1323648694986.0024,Apple Inc.,AMZN
